id,Tên bác sĩ,Chuyên môn,Tóm tắt,Thông tin chính,Link
doctor_bs-cki-truong-ngoc-tien,BS.CKI. Trương Ngọc Tiến,Bác sĩ Chẩn đoán Hình ảnh,"Với hơn 24 năm kinh nghiệm, Bác sĩ Trương Ngọc Tiến là chuyên gia uy tín được đồng nghiệp và người bệnh tin tưởng bởi chuyên môn sâu rộng trong lĩnh vực chẩn đoán hình ảnh. Bác sĩ Trương Ngọc Tiến tốt nghiệp Bác sĩ đa khoa tại Đại học Y khoa Phạm Ngọc Thạch năm 1997 và có bằng Bác sĩ Chuyên khoa I về Chẩn đoán hình ảnh tại Đại học Y Dược Thành phố Hồ Chí Minh.","Với hơn 24 năm kinh nghiệm, Bác sĩ Trương Ngọc Tiến là chuyên gia uy tín được đồng nghiệp và người bệnh tin tưởng bởi chuyên môn sâu rộng trong lĩnh vực chẩn đoán hình ảnh. | Bác sĩ Trương Ngọc Tiến tốt nghiệp Bác sĩ đa khoa tại Đại học Y khoa Phạm Ngọc Thạch năm 1997 và có bằng Bác sĩ Chuyên khoa I về Chẩn đoán hình ảnh tại Đại học Y Dược Thành phố Hồ Chí Minh.",https://www.hanhphuchospital.com/bac-si/bs-cki-truong-ngoc-tien/
doctor_bs-cki-ho-ngoc-khanh,BS.CKI. Hồ Ngọc Khanh,Bác sĩ Hỗ trợ Sinh sản,"Với hơn 12 năm kinh nghiệm lâm sàng trong lĩnh vực Sản – Phụ khoa, BS.CKI. Hồ Ngọc Khanh đã đồng hành cùng rất nhiều phụ nữ trong hành trình thai kỳ cũng như quá trình điều trị các bệnh lý phụ khoa, hiếm muộn, mang đến sự an tâm và niềm tin vững chắc cho mỗi chị em. Siêu âm sản phụ khoa: chẩn đoán các trường hợp phụ khoa phức tạp, siêu âm tiền sản, chẩn đoán sớm các bệnh lý bất thường thai nhi.","Với hơn 12 năm kinh nghiệm lâm sàng trong lĩnh vực Sản – Phụ khoa, BS.CKI. | Hồ Ngọc Khanh đã đồng hành cùng rất nhiều phụ nữ trong hành trình thai kỳ cũng như quá trình điều trị các bệnh lý phụ khoa, hiếm muộn, mang đến sự an tâm và niềm tin vững chắc cho mỗi chị em. | Siêu âm sản phụ khoa: chẩn đoán các trường hợp phụ khoa phức tạp, siêu âm tiền sản, chẩn đoán sớm các bệnh lý bất thường thai nhi. | Quản lý thai kỳ nguy cơ cao, đỡ sanh, phẫu thuật mổ lấy thai từ đơn giản đến phức tạp. | Điều trị các bệnh lý phụ khoa phức tạp: rong kinh, rong huyết, viêm nhiễm vùng âm đạo dai dẵng, cũng như bệnh lý tiền mãn kinh. | Phẫu thuật các bệnh lý phụ khoa bằng kỹ thuật cao như: phẫu thuật nội soi các khối u buồng trứng, u xơ tử cung, cắt tử cung, ngoài ra còn phẫu thuật thành thạo kỹ thuật nội soi buồng tử cung chẩn đoán và điều trị: như polyp buồng tử cung, u xơ buồng tử cung, dính buồng tử cung gây vô sinh. | Khám và điều trị hiếm muộn: từ theo dõi tự nhiên, cho đến bơm tinh trùng vào buồng tử cung và thực hiện các bước trong thụ tinh ống nghiệm. | Hồ Ngọc Khanh không chỉ nằm ở chuyên môn mà còn ở sự kiên nhẫn, tận tâm trong từng buổi tư vấn. | Bác sĩ luôn lắng nghe và đồng hành, để mỗi khách hàng đều cảm thấy an toàn và tự tin chăm sóc sức khỏe sinh sản, vững bước trên hành trình thiên chức làm mẹ.",https://www.hanhphuchospital.com/bac-si/bs-cki-ho-ngoc-khanh/
doctor_bs-ckii-nguyen-van-hanh,BS.CKII. Nguyễn Văn Hạnh,Trưởng khoa Gây mê hồi sức,"Với hơn 20 năm kinh nghiệm trong lĩnh vực Gây mê hồi sức, Bác sĩ Nguyễn Văn Hạnh luôn tận tâm mang đến chất lượng chăm sóc cao nhất và cải thiện sức khỏe, hạnh phúc của người bệnh. Bác sĩ Nguyễn Văn Hạnh tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Tây Nguyên năm 2000 và tiếp tục nhận bằng Bác sĩ Chuyên khoa I và II về Gây mê hồi sức tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2008 và 2017.","Với hơn 20 năm kinh nghiệm trong lĩnh vực Gây mê hồi sức, Bác sĩ Nguyễn Văn Hạnh luôn tận tâm mang đến chất lượng chăm sóc cao nhất và cải thiện sức khỏe, hạnh phúc của người bệnh. | Bác sĩ Nguyễn Văn Hạnh tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Tây Nguyên năm 2000 và tiếp tục nhận bằng Bác sĩ Chuyên khoa I và II về Gây mê hồi sức tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2008 và 2017.",https://www.hanhphuchospital.com/bac-si/bs-ckii-nguyen-van-hanh/
doctor_bs-cki-nguyen-thi-thuy-vy,BS.CKI. Nguyễn Thị Thuý Vy,Bác sĩ Nhi Khoa,"Với 9 năm kinh nghiệm trong lĩnh vực Nhi khoa, bác sĩ Nguyễn Thị Thúy Vy là chuyên gia uy tín được nhiều bậc phụ huynh tin tưởng. Bác sĩ Thúy Vy tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2015; sau đó, tiếp tục lấy bằng Chuyên khoa 1 và bằng Thạc sĩ Nhi khoa vào năm 2018. Bác sĩ Vy luôn nỗ lực trau dồi kiến thức chuyên môn bằng cách tham gia thường xuyên các khóa học về một loạt các chủ đề y tế quan trọng như nuôi con bằng sữa mẹ, an toàn tiêm chủng, truyền thông đạo đức y tế.","Với 9 năm kinh nghiệm trong lĩnh vực Nhi khoa, bác sĩ Nguyễn Thị Thúy Vy là chuyên gia uy tín được nhiều bậc phụ huynh tin tưởng. | Bác sĩ Vy luôn nỗ lực trau dồi kiến thức chuyên môn bằng cách tham gia thường xuyên các khóa học về một loạt các chủ đề y tế quan trọng như nuôi con bằng sữa mẹ, an toàn tiêm chủng, truyền thông đạo đức y tế. | Qua đó, bác sĩ Vy luôn cập nhật những kiến thức y khoa mới nhất để mang đến dịch vụ chăm sóc sức khỏe tốt nhất cho trẻ em. | Bác sĩ Thúy Vy tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2015; sau đó, tiếp tục lấy bằng Chuyên khoa 1 và bằng Thạc sĩ Nhi khoa vào năm 2018.",https://www.hanhphuchospital.com/bac-si/bs-cki-nguyen-thi-thuy-vy/
doctor_bs-cki-bui-thi-thanh-giang,BS.CKI Bùi Thị Thanh Giang,Bác sĩ điều trị khoa cấp cứu,"Bác sĩ Bùi Thị Thanh Giang tốt nghiệp Bác sĩ Chuyên khoa I tại Đại học Y Dược TP HCM vào năm 2017 với hơn 10 năm kinh nghiệm điều trị các trường hợp cấp cứu và được người bệnh cùng đồng nghiệp yêu quý bởi sự nhiệt tâm, nhiệt tình trong mọi hoạt động của bệnh viện và cộng đồng, được đánh giá cao bởi chuyên môn y khoa sâu rộng, không ngừng học hỏi và trau dồi kinh nghiệm qua các chương trình, hội thảo khoa học.","Bác sĩ Bùi Thị Thanh Giang tốt nghiệp Bác sĩ Chuyên khoa I tại Đại học Y Dược TP HCM vào năm 2017 với hơn 10 năm kinh nghiệm điều trị các trường hợp cấp cứu và được người bệnh cùng đồng nghiệp yêu quý bởi sự nhiệt tâm, nhiệt tình trong mọi hoạt động của bệnh viện và cộng đồng, được đánh giá cao bởi chuyên môn y khoa sâu rộng, không ngừng học hỏi và trau dồi kinh nghiệm qua các chương trình, hội thảo khoa học.",https://www.hanhphuchospital.com/bac-si/bs-cki-bui-thi-thanh-giang/
doctor_thac-sy-bac-sy-vo-thanh-lien-anh,ThS.BS. Võ Thanh Liên Anh,"Bác sĩ Trưởng Lâm sàng, Trung tâm Hỗ trợ Sinh sản","Bác sĩ Võ Thanh Liên Anh tốt nghiệp Bác sĩ Đa khoa vào năm 2000 và nhận bằng Thạc sĩ Y khoa vào năm 2008 tại Đại học Y Dược Thành phố Hồ Chí Minh. Với hơn 25 năm đồng hành cùng các cặp vợ chồng hiếm muộn trên hành trình tìm kiếm con yêu, bác sĩ Võ Thanh Liên Anh đã trở thành điểm tựa tin cậy cho nhiều gia đình trong lĩnh vực Hỗ trợ sinh sản (IVF). Với tinh thần không ngừng học hỏi và nâng cao kiến thức chuyên môn, Bác sĩ Liên Anh tích cực tham gia các hội nghị chuyên ngành và khóa đào tạo về Sản phụ khoa, Hỗ trợ sinh sản do các tổ chức y khoa uy tín như HOSREM, ASPIRE, ASRM và ESRHE tổ chức.","Với hơn 25 năm đồng hành cùng các cặp vợ chồng hiếm muộn trên hành trình tìm kiếm con yêu, bác sĩ Võ Thanh Liên Anh đã trở thành điểm tựa tin cậy cho nhiều gia đình trong lĩnh vực Hỗ trợ sinh sản (IVF). | Với tinh thần không ngừng học hỏi và nâng cao kiến thức chuyên môn, Bác sĩ Liên Anh tích cực tham gia các hội nghị chuyên ngành và khóa đào tạo về Sản phụ khoa, Hỗ trợ sinh sản do các tổ chức y khoa uy tín như HOSREM, ASPIRE, ASRM và ESRHE tổ chức. | Bác sĩ Võ Thanh Liên Anh tốt nghiệp Bác sĩ Đa khoa vào năm 2000 và nhận bằng Thạc sĩ Y khoa vào năm 2008 tại Đại học Y Dược Thành phố Hồ Chí Minh.",https://www.hanhphuchospital.com/bac-si/thac-sy-bac-sy-vo-thanh-lien-anh/
doctor_bs-le-van-duc,BS. Lê Văn Đức,Bác sĩ Sản – Phụ khoa,"Bác sĩ Lê Văn Đức, Cố vấn Cấp cao Sản – Phụ khoa tại Bệnh viện Đa khoa Quốc tế Hạnh Phúc, là một trong những chuyên gia đầu ngành với hơn 37 năm kinh nghiệm thực hành lâm sàng. Từ đôi tay đầy kinh nghiệm của bác sĩ Đức, biết bao em bé đã cất tiếng khóc chào đời khỏe mạnh, trong vòng tay yêu thương của gia đình. Đồng thời, bác sĩ Đức còn là giảng viên quốc gia của các chương trình “Làm mẹ an toàn” và “Nuôi con bằng sữa mẹ”, góp phần lan tỏa những giá trị chăm sóc thai sản tiên tiến.","Bác sĩ Lê Văn Đức, Cố vấn Cấp cao Sản – Phụ khoa tại Bệnh viện Đa khoa Quốc tế Hạnh Phúc, là một trong những chuyên gia đầu ngành với hơn 37 năm kinh nghiệm thực hành lâm sàng. | Đồng thời, bác sĩ Đức còn là giảng viên quốc gia của các chương trình “Làm mẹ an toàn” và “Nuôi con bằng sữa mẹ”, góp phần lan tỏa những giá trị chăm sóc thai sản tiên tiến. | Hơn 3 thập kỷ cống hiến cho nghề, bác sĩ Lê Văn Đức luôn kiên định với một sứ mệnh: đồng hành cùng mẹ bầu bằng sự thấu hiểu và tận tâm, để mỗi hành trình sinh nở diễn ra trọn vẹn cho cả mẹ và bé. | Với chuyên môn vững vàng cùng sự tinh tế, nhẹ nhàng trong từng ca sinh đỡ, bác sĩ Đức được các sản phụ trìu mến gọi là “bà đỡ mát tay”, là người được nhiều gia đình “chọn mặt gửi vàng”. | Cái tên “bác sĩ của những ngôi sao” ra đời khi ông đỡ sinh cho nhiều ca sĩ, diễn viên, người mẫu nổi tiếng trong làng giải trí Việt, trở thành người đồng hành đáng tin cậy của hàng ngàn gia đình. | Từ đôi tay đầy kinh nghiệm của bác sĩ Đức, biết bao em bé đã cất tiếng khóc chào đời khỏe mạnh, trong vòng tay yêu thương của gia đình. | Và đằng sau những khoảnh khắc thiêng liêng ấy là cả một hệ thống chăm sóc thai sản tận tâm, hiện đại tại Bệnh viện Đa khoa Quốc tế Hạnh Phúc – nơi bác sĩ Đức và đội ngũ y tế đồng hành cùng mẹ bầu từ những ngày đầu thai kỳ đến giây phút “vượt cạn” an toàn. | Trưởng khoa Sản Bệnh – Trưởng phòng chỉ đạo tuyến Bệnh viện Phụ sản Hùng Vương | Trưởng khoa Phụ Sản và Giám đốc Phòng khám Bệnh viện Quốc tế Hạnh Phúc từ 2010 – 2023",https://www.hanhphuchospital.com/bac-si/bs-le-van-duc/
doctor_ths-bs-ckii-huynh-thi-thu-thao,ThS.BS.CKII. Huỳnh Thị Thu Thảo,Giám đốc Trung Tâm Hỗ Trợ Sinh Sản,"Bác sĩ Huỳnh Thị Thu Thảo là chuyên gia với 28 năm kinh nghiệm trong lĩnh vực Hỗ trợ sinh sản, luôn nỗ lực cập nhật những kiến thức và kỹ thuật tiên tiến nhất trong ngành, từ đó mang đến dịch vụ chăm sóc y tế chất lượng cao cho người bệnh. Bác sĩ Huỳnh Thị Thu Thảo tốt nghiệp Đại học Y Dược Thành phố Hồ Chí Minh năm 1996 và có bằng Thạc sĩ Y khoa chuyên ngành Sản khoa vào năm 2001. Tiếp đó, bác sĩ Thảo nhận bằng Bác sĩ Chuyên khoa II về Sản phụ khoa tại Đại học Y khoa Phạm Ngọc Thạch năm 2020.","Bác sĩ Huỳnh Thị Thu Thảo là chuyên gia với 28 năm kinh nghiệm trong lĩnh vực Hỗ trợ sinh sản, luôn nỗ lực cập nhật những kiến thức và kỹ thuật tiên tiến nhất trong ngành, từ đó mang đến dịch vụ chăm sóc y tế chất lượng cao cho người bệnh. | Bác sĩ Huỳnh Thị Thu Thảo tốt nghiệp Đại học Y Dược Thành phố Hồ Chí Minh năm 1996 và có bằng Thạc sĩ Y khoa chuyên ngành Sản khoa vào năm 2001. | Tiếp đó, bác sĩ Thảo nhận bằng Bác sĩ Chuyên khoa II về Sản phụ khoa tại Đại học Y khoa Phạm Ngọc Thạch năm 2020.",https://www.hanhphuchospital.com/bac-si/ths-bs-ckii-huynh-thi-thu-thao/
doctor_ths-bs-phan-hoang-dang-khoa,ThS.BS. Phan Hoàng Đăng Khoa,"Phụ trách Phòng Kế hoạch tổng hợp, Bác sĩ Y học Cổ truyền","Phan Hoàng Đăng Khoa tốt nghiệp chuyên ngành Bác sĩ Y học Cổ truyền tại Đại học Y Dược TP. Hồ Chí Minh, thực hành và bồi dưỡng chuyên môn kỹ thuật khám chữa bệnh Y học Cổ truyền kết hợp Y học Hiện đại tại Bệnh viện Thống Nhất, hoàn thành chương trình Thạc sĩ Quản lý Bệnh viện tại Viện đào tạo bồi dưỡng cán bộ quản lý ngành Y tế – Trường Đại học Y tế công cộng.","Phan Hoàng Đăng Khoa tốt nghiệp chuyên ngành Bác sĩ Y học Cổ truyền tại Đại học Y Dược TP. | Hồ Chí Minh, thực hành và bồi dưỡng chuyên môn kỹ thuật khám chữa bệnh Y học Cổ truyền kết hợp Y học Hiện đại tại Bệnh viện Thống Nhất, hoàn thành chương trình Thạc sĩ Quản lý Bệnh viện tại Viện đào tạo bồi dưỡng cán bộ quản lý ngành Y tế – Trường Đại học Y tế công cộng.",https://www.hanhphuchospital.com/bac-si/ths-bs-phan-hoang-dang-khoa/
doctor_ths-bs-bui-thi-truc-my,ThS.BS. Bùi Thị Trúc My,Bác sĩ Chẩn đoán Hình ảnh,"Với hơn 10 năm kinh nghiệm trong lĩnh vực Chẩn đoán hình ảnh, Bác sĩ My luôn được nhiều bệnh nhân tin tưởng lựa chọn bởi chuyên môn sâu rộng, sự chuyên nghiệp trong công việc và tận tâm với nghề. Bác sĩ Bùi Thị Trúc My tốt nghiệp Bác sĩ đa khoa tại Đại học Y dược Cần Thơ năm 2014 và có bằng Thạc sĩ Chẩn đoán hình ảnh về Chẩn đoán hình ảnh tại Đại học Y Dược Thành phố Hồ Chí Minh.","Bác sĩ Bùi Thị Trúc My tốt nghiệp Bác sĩ đa khoa tại Đại học Y dược Cần Thơ năm 2014 và có bằng Thạc sĩ Chẩn đoán hình ảnh về Chẩn đoán hình ảnh tại Đại học Y Dược Thành phố Hồ Chí Minh. | Với hơn 10 năm kinh nghiệm trong lĩnh vực Chẩn đoán hình ảnh, Bác sĩ My luôn được nhiều bệnh nhân tin tưởng lựa chọn bởi chuyên môn sâu rộng, sự chuyên nghiệp trong công việc và tận tâm với nghề.",https://www.hanhphuchospital.com/bac-si/ths-bs-bui-thi-truc-my/
doctor_ths-bsnt-nguyen-thi-thien-an,ThS.BSNT. Nguyễn Thị Thiên An,Trưởng khoa Hồi sức sơ sinh,"Bác sĩ Nguyễn Thị Thiên An là chuyên gia với 20 năm kinh nghiệm trong lĩnh vực chăm sóc sơ sinh, đặc biệt là trẻ sinh non. Bác sĩ Thiên An tốt nghiệp Bác sĩ Đa khoa Đại học Y Dược Thành phố Hồ Chí Minh và Bác sĩ Y khoa thuộc Tổ chức Đại học Pháp ngữ (Agence Universitaire Francophonie – AUF) vào năm 2004. Năm 2007, bác sĩ Thiên An nhận bằng Chuyên Khoa Nhi I và bằng tốt nghiệp Bác sĩ Nội Trú tại Đại học Y Dược Thành phố Hồ Chí Minh.","Bác sĩ Nguyễn Thị Thiên An là chuyên gia với 20 năm kinh nghiệm trong lĩnh vực chăm sóc sơ sinh, đặc biệt là trẻ sinh non. | Bác sĩ Thiên An tốt nghiệp Bác sĩ Đa khoa Đại học Y Dược Thành phố Hồ Chí Minh và Bác sĩ Y khoa thuộc Tổ chức Đại học Pháp ngữ (Agence Universitaire Francophonie – AUF) vào năm 2004. | Năm 2007, bác sĩ Thiên An nhận bằng Chuyên Khoa Nhi I và bằng tốt nghiệp Bác sĩ Nội Trú tại Đại học Y Dược Thành phố Hồ Chí Minh.",https://www.hanhphuchospital.com/bac-si/ths-bsnt-nguyen-thi-thien-an/
doctor_bs-cki-nguyen-thi-trang-khanh-linh,BS.CKI. Nguyễn Thị Trang Khánh Linh,Bác sĩ Nhi sơ sinh – Hồi sức sơ sinh,"Với hơn 25 năm kinh nghiệm trong lĩnh vực Nhi khoa, đặc biệt là Hồi sức Sơ sinh, bác sĩ Nguyễn Thị Trang Khánh Linh được đánh giá cao về chuyên môn và sự tận tâm với bệnh nhi, không ngừng nỗ lực cải thiện sức khỏe và chất lượng cuộc sống cho các bé. Bác sĩ Nguyễn Thị Trang Khánh Linh tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 1998 và tiếp tục nhận bằng Bác sĩ Chuyên khoa I về Nhi khoa vào năm 2010.","Với hơn 25 năm kinh nghiệm trong lĩnh vực Nhi khoa, đặc biệt là Hồi sức Sơ sinh, bác sĩ Nguyễn Thị Trang Khánh Linh được đánh giá cao về chuyên môn và sự tận tâm với bệnh nhi, không ngừng nỗ lực cải thiện sức khỏe và chất lượng cuộc sống cho các bé. | Bác sĩ Nguyễn Thị Trang Khánh Linh tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 1998 và tiếp tục nhận bằng Bác sĩ Chuyên khoa I về Nhi khoa vào năm 2010.",https://www.hanhphuchospital.com/bac-si/bs-cki-nguyen-thi-trang-khanh-linh/
doctor_ths-bs-nguyen-ngoc-phuong-quynh,ThS.BSNT. Nguyễn Ngọc Phương Quỳnh,Bác sĩ khoa Tai – Mũi – Họng,"Bác sĩ Nguyễn Ngọc Phương Quỳnh là chuyên gia với 9 năm kinh nghiệm trong lĩnh vực Tai – Mũi – Họng và làm việc tại các bệnh viện uy tín như Bệnh viện Chợ Rẫy, Bệnh viện Tai – Mũi – Họng, Nhi Đồng 1 và Bệnh viện Nhân Dân Gia Định. Bác sĩ Nguyễn Ngọc Phương Quỳnh tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2015. Sau đó, tiếp tục theo học và tốt nghiệp Bác sĩ nội trú – Thạc Sĩ – Chuyên khoa I về Tai – Mũi – Họng tại Đại học Y Dược Thành phố Hồ Chí Minh năm 2018.","Bác sĩ Nguyễn Ngọc Phương Quỳnh là chuyên gia với 9 năm kinh nghiệm trong lĩnh vực Tai – Mũi – Họng và làm việc tại các bệnh viện uy tín như Bệnh viện Chợ Rẫy, Bệnh viện Tai – Mũi – Họng, Nhi Đồng 1 và Bệnh viện Nhân Dân Gia Định. | Bác sĩ Nguyễn Ngọc Phương Quỳnh tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2015. | Sau đó, tiếp tục theo học và tốt nghiệp Bác sĩ nội trú – Thạc Sĩ – Chuyên khoa I về Tai – Mũi – Họng tại Đại học Y Dược Thành phố Hồ Chí Minh năm 2018. | Bác sĩ thường xuyên tham gia nghiên cứu và có nhiều bài báo khoa học được đăng trên các tạp chí y khoa uy tín.",https://www.hanhphuchospital.com/bac-si/ths-bs-nguyen-ngoc-phuong-quynh/
doctor_ths-bs-tran-thi-trung-duc,ThS.BS. Trần Thị Trung Đức,Bác sĩ Da liễu thẩm mỹ,"Hội Laser Y học và Laser Ngoại Khoa TP HCM, ASLS, SAP, IDAX với các chủ đề chuyên sâu về trẻ hóa da và ứng dụng năng lượng cao trong thẩm mỹ nội khoa. Bác sĩ cũng hoàn thành nhiều khóa đào tạo chuyên sâu về Ứng dụng Laser và Ánh sáng trong Da liễu, Tiêm Botulinum toxin và Tiêm chất làm đầy trong Thẩm mỹ da. Điều trị toàn diện các bệnh lý da mạn tính: mụn trứng cá, viêm da cơ địa, nấm da, rối loạn sắc tố, sẹo mụn.","Điều trị toàn diện các bệnh lý da mạn tính: mụn trứng cá, viêm da cơ địa, nấm da, rối loạn sắc tố, sẹo mụn. | Thực hiện các liệu pháp trẻ hóa và phục hồi da không xâm lấn, giúp cải thiện làn da an toàn, hiệu quả và tự nhiên. | Hội Laser Y học và Laser Ngoại Khoa TP HCM, ASLS, SAP, IDAX với các chủ đề chuyên sâu về trẻ hóa da và ứng dụng năng lượng cao trong thẩm mỹ nội khoa. | Bên cạnh hoạt động lâm sàng, bác sĩ còn tích cực tham gia nghiên cứu khoa học, là chủ nhiệm đề tài về mụn trứng cá và sùi mào gà, đóng góp nhiều dữ liệu lâm sàng quan trọng cho ngành Da liễu Việt Nam. | Bác sĩ cũng hoàn thành nhiều khóa đào tạo chuyên sâu về Ứng dụng Laser và Ánh sáng trong Da liễu, Tiêm Botulinum toxin và Tiêm chất làm đầy trong Thẩm mỹ da. | Trần Thị Trung Đức là Thư ký Câu lạc bộ Bác sĩ Thẩm mỹ trẻ miền Nam và Hội viên Liên Chi Hội Da liễu Việt Nam, không ngừng lan tỏa tinh thần “thẩm mỹ an toàn – chuẩn y khoa – vì vẻ đẹp bền vững” đến cộng đồng. | Hội nghị Da liễu toàn quốc | Hội nghị Da liễu Miền Trung Tây Nguyên",https://www.hanhphuchospital.com/bac-si/ths-bs-tran-thi-trung-duc/
doctor_bs-cki-nguyen-trong-truong-thi,BS.CKI. Nguyễn Trọng Trường Thi,Bác sĩ Chấn thương chỉnh hình,"Với hơn 15 năm kinh nghiệm trong lĩnh vực Chấn thương chỉnh hình, Bác sĩ được nhiều bệnh nhân tin tưởng nhờ chuyên môn vững vàng, tác phong chuyên nghiệp và sự tận tâm trong quá trình điều trị và phục hồi vận động. Tư vấn và chỉ định điều trị chuyên sâu: Nội soi khớp, thay khớp, điều trị bảo tồn và phục hồi chức năng. Nguyễn Trọng Trường Thi tốt nghiệp Bác sĩ Đa khoa tại Đại học Tây Nguyên và hoàn thành chương trình Bác sĩ Chuyên khoa I Chấn thương chỉnh hình tại Đại học Y Dược Thành phố Hồ Chí Minh.","Nguyễn Trọng Trường Thi tốt nghiệp Bác sĩ Đa khoa tại Đại học Tây Nguyên và hoàn thành chương trình Bác sĩ Chuyên khoa I Chấn thương chỉnh hình tại Đại học Y Dược Thành phố Hồ Chí Minh. | Với hơn 15 năm kinh nghiệm trong lĩnh vực Chấn thương chỉnh hình, Bác sĩ được nhiều bệnh nhân tin tưởng nhờ chuyên môn vững vàng, tác phong chuyên nghiệp và sự tận tâm trong quá trình điều trị và phục hồi vận động. | Trong quá trình công tác, Bác sĩ từng làm việc tại Bệnh viện Đa khoa Đắk Lắk, Bệnh viện Đa khoa Mỹ Phước (Phó Trưởng khoa Chấn thương chỉnh hình) và Bệnh viện Đa khoa Phương Chi, trước khi gia nhập Bệnh viện Quốc tế Hạnh Phúc từ năm 2026. | Khám và tầm soát bệnh lý cơ xương khớp: Đánh giá chức năng vận động, tư thế và các vấn đề chấn thương chỉnh hình thường gặp. | Bệnh lý cơ xương khớp mạn tính, tái phát như: Thoái hóa khớp, đau khớp, đau cột sống cổ – thắt lưng, viêm quanh khớp. | Bệnh lý nội khớp và phần mềm quanh khớp như: Tổn thương dây chằng, sụn chêm, viêm gân, viêm bao hoạt dịch. | Tư vấn và chỉ định điều trị chuyên sâu: Nội soi khớp, thay khớp, điều trị bảo tồn và phục hồi chức năng. | Với chuyên môn vững vàng và tinh thần tận tâm, Bác sĩ luôn đồng hành cùng người bệnh trong suốt quá trình thăm khám và điều trị, mang đến sự an tâm và hiệu quả chăm sóc tối ưu. | Chuyên môn điều trị",https://www.hanhphuchospital.com/bac-si/bs-cki-nguyen-trong-truong-thi/
doctor_bs-cki-nguyen-thi-hong-van,BS.CKI. Nguyễn Thị Hồng Vân,Quyền trưởng khoa Khám bệnh kiêm phụ trách đơn vị Khám sức khỏe,"Hồ Chí Minh, bác sĩ Hồng Vân tiếp tục hoàn thành Chuyên khoa I – Nội Tổng quát tại cùng trường với định hướng chuyên sâu về tim mạch, hô hấp, tiêu hóa gan mật và cấp cứu hồi sức. Sau khi tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược TP. Tiêu hóa – Gan mật: Điều trị Viêm gan B-C; Chẩn đoán & điều trị Áp xe gan; Tiếp cận đa chuyên khoa Tiêu hóa gan mật.","Nguyễn Thị Hồng Vân luôn hướng đến mục tiêu đồng hành cùng người bệnh trong hành trình bảo vệ và phục hồi sức khỏe toàn diện. | Sau khi tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược TP. | Hồ Chí Minh, bác sĩ Hồng Vân tiếp tục hoàn thành Chuyên khoa I – Nội Tổng quát tại cùng trường với định hướng chuyên sâu về tim mạch, hô hấp, tiêu hóa gan mật và cấp cứu hồi sức. | Tim mạch & Cấp cứu: Siêu âm tim; Đọc điện tâm đồ; Hồi sức cấp cứu cơ bản & nâng cao; Cập nhật điều trị bệnh lý tim mạch. | Tiêu hóa – Gan mật: Điều trị Viêm gan B-C; Chẩn đoán & điều trị Áp xe gan; Tiếp cận đa chuyên khoa Tiêu hóa gan mật. | Nội khoa khác: Quản lý Hen phế quản; Bệnh lý Thận; Quản lý đau; Sử dụng kháng sinh hợp lý. | Bác sĩ tin rằng điều trị không đơn thuần giúp người bệnh “khỏi bệnh” mà là giúp họ tìm lại sức khỏe bền vững và chất lượng cuộc sống tốt nhất.",https://www.hanhphuchospital.com/bac-si/bs-cki-nguyen-thi-hong-van/
